,Spectral Centroid Overall Standard Deviation,Spectral Rolloff Point Overall Standard Deviation,Spectral Flux Overall Standard Deviation,Compactness Overall Standard Deviation,Spectral Variability Overall Standard Deviation,Root Mean Square Overall Standard Deviation,Fraction Of Low Energy Windows Overall Standard Deviation,Zero Crossings Overall Standard Deviation,Strongest Beat Overall Standard Deviation,Beat Sum Overall Standard Deviation,Strength Of Strongest Beat Overall Standard Deviation,Strongest Frequency Via Zero Crossings Overall Standard Deviation,Strongest Frequency Via Spectral Centroid Overall Standard Deviation,Strongest Frequency Via FFT Maximum Overall Standard Deviation,MFCC Overall Standard Deviation 1,MFCC Overall Standard Deviation 2,MFCC Overall Standard Deviation 3,MFCC Overall Standard Deviation 4,MFCC Overall Standard Deviation 5,MFCC Overall Standard Deviation 6,MFCC Overall Standard Deviation 7,MFCC Overall Standard Deviation 8,MFCC Overall Standard Deviation 9,MFCC Overall Standard Deviation 10,MFCC Overall Standard Deviation 11,MFCC Overall Standard Deviation 12,MFCC Overall Standard Deviation 13,LPC Overall Standard Deviation 1,LPC Overall Standard Deviation 2,LPC Overall Standard Deviation 3,LPC Overall Standard Deviation 4,LPC Overall Standard Deviation 5,LPC Overall Standard Deviation 6,LPC Overall Standard Deviation 7,LPC Overall Standard Deviation 8,LPC Overall Standard Deviation 9,LPC Overall Standard Deviation 10,Method of Moments Overall Standard Deviation 1,Method of Moments Overall Standard Deviation 2,Method of Moments Overall Standard Deviation 3,Method of Moments Overall Standard Deviation 4,Method of Moments Overall Standard Deviation 5,Peak Based Spectral Smoothness Overall Standard Deviation,Relative Difference Function Overall Standard Deviation,Area Method of Moments Overall Standard Deviation 1,Area Method of Moments Overall Standard Deviation 2,Area Method of Moments Overall Standard Deviation 3,Area Method of Moments Overall Standard Deviation 4,Area Method of Moments Overall Standard Deviation 5,Area Method of Moments Overall Standard Deviation 6,Area Method of Moments Overall Standard Deviation 7,Area Method of Moments Overall Standard Deviation 8,Area Method of Moments Overall Standard Deviation 9,Area Method of Moments Overall Standard Deviation 10,Spectral Centroid Overall Average,Spectral Rolloff Point Overall Average,Spectral Flux Overall Average,Compactness Overall Average,Spectral Variability Overall Average,Root Mean Square Overall Average,Fraction Of Low Energy Windows Overall Average,Zero Crossings Overall Average,Strongest Beat Overall Average,Beat Sum Overall Average,Strength Of Strongest Beat Overall Average,Strongest Frequency Via Zero Crossings Overall Average,Strongest Frequency Via Spectral Centroid Overall Average,Strongest Frequency Via FFT Maximum Overall Average,MFCC Overall Average 1,MFCC Overall Average 2,MFCC Overall Average 3,MFCC Overall Average 4,MFCC Overall Average 5,MFCC Overall Average 6,MFCC Overall Average 7,MFCC Overall Average 8,MFCC Overall Average 9,MFCC Overall Average 10,MFCC Overall Average 11,MFCC Overall Average 12,MFCC Overall Average 13,LPC Overall Average 1,LPC Overall Average 2,LPC Overall Average 3,LPC Overall Average 4,LPC Overall Average 5,LPC Overall Average 6,LPC Overall Average 7,LPC Overall Average 8,LPC Overall Average 9,LPC Overall Average 10,Method of Moments Overall Average 1,Method of Moments Overall Average 2,Method of Moments Overall Average 3,Method of Moments Overall Average 4,Method of Moments Overall Average 5,Peak Based Spectral Smoothness Overall Average,Relative Difference Function Overall Average,Area Method of Moments Overall Average 1,Area Method of Moments Overall Average 2,Area Method of Moments Overall Average 3,Area Method of Moments Overall Average 4,Area Method of Moments Overall Average 5,Area Method of Moments Overall Average 6,Area Method of Moments Overall Average 7,Area Method of Moments Overall Average 8,Area Method of Moments Overall Average 9,Area Method of Moments Overall Average 10,Chroma feature 0,Chroma feature 1,Chroma feature 2,Chroma feature 3,Chroma feature 4,Chroma feature 5,Chroma feature 6,Chroma feature 7,Chroma feature 8,Chroma feature 9,Chroma feature 10,Chroma feature 11,label
492,22.35,0.1678,4.062e-05,224.3,0.0004365,0.01683,0.06016,46.89,7.976e-13,8.004,0.0006657,732.6,698.4,981.1,81.54,7.775,3.358,2.352,3.126,1.963,2.298,2.107,2.542,3.314,2.439,3.228,2.201,0.185,0.2437,0.3267,0.1711,0.1661,0.1695,0.1684,0.1356,0.169,0.0,0.03934,21.48,1152.0,89250.0,15000000.0,39.72,5.179,0.3755,599.4,6967.0,10950000000.0,120500000000.0,1327000000000.0,3.001e+17,1075000000000.0,11840000000000.0,3.793e+20,28.86,0.1922,2.615e-05,1728.0,0.0007111,0.02786,0.5829,66.35,220.6,19.98,0.01043,1037.0,901.9,725.0,-158.5,10.01,0.556,-1.976,-1.438,-1.539,0.1662,-0.3046,-1.215,-3.399,-2.758,-0.962,-0.5731,-0.8597,0.5375,-0.09471,0.1294,-0.08309,0.02901,0.06113,0.09809,0.02695,0.0,0.06397,47.38,2680.0,228300.0,42600000.0,67.43,-6.701,0.6438,9135000.0,95250000.0,-83450000000000.0,-870100000000000.0,-9073000000000000.0,1.525e+21,7833000000000000.0,8.167e+16,1.728e+24,0.66512,0.5037057,0.466887,0.40857798,0.5123444,0.32833812,0.20439935,0.20634314,0.31445724,0.37906596,0.46894887,0.6904651,calmness
493,11.76,0.0979,5.83e-05,197.2,0.001118,0.04198,0.08799,28.99,7.976e-13,25.11,0.001733,452.9,367.5,416.1,49.83,4.26,3.404,2.641,2.418,2.568,2.632,3.579,4.152,3.202,4.581,3.817,3.208,0.08768,0.1962,0.2319,0.1759,0.2121,0.1787,0.16,0.1786,0.1442,0.0,0.06858,13.64,948.0,64000.0,12200000.0,34.96,1.325,0.6663,601.3,7162.0,10990000000.0,122700000000.0,1365000000000.0,3.012e+17,1101000000000.0,12250000000000.0,3.901e+20,29.74,0.1812,4.111e-05,1785.0,0.001328,0.05152,0.582,69.46,220.6,79.09,0.01185,1085.0,929.4,635.0,-142.8,5.668,0.5982,-3.224,-2.575,-0.4364,0.6689,-0.3177,-2.324,-3.462,-1.219,-0.781,0.3873,-0.8802,0.4765,-0.1411,0.188,0.0004027,0.09356,0.08771,0.1455,0.07807,0.0,0.1072,54.91,3195.0,266300.0,46740000.0,60.69,-6.185,1.082,9137000.0,95280000.0,-83490000000000.0,-870600000000000.0,-9077000000000000.0,1.526e+21,7837000000000000.0,8.172e+16,1.73e+24,0.37369356,0.4343547,0.51605636,0.41821033,0.3375191,0.21934783,0.18714638,0.31814706,0.23791476,0.18051608,0.22468421,0.38786584,calmness
494,17.87,0.1494,0.0001401,203.2,0.0007518,0.02921,0.084,39.67,1.174,10.22,0.0003983,619.8,558.5,537.0,52.55,5.114,2.602,2.735,2.474,2.448,2.578,3.263,3.766,4.55,2.976,3.05,3.195,0.1347,0.1993,0.213,0.1653,0.199,0.1753,0.1776,0.1732,0.1623,0.0,0.06469,16.73,895.7,60080.0,10350000.0,39.3,1.374,0.5858,600.4,6473.0,10970000000.0,116200000000.0,1234000000000.0,3.009e+17,1042000000000.0,11060000000000.0,3.527e+20,30.08,0.178,6.667e-05,1749.0,0.00108,0.04239,0.5837,69.86,220.5,30.59,0.01158,1092.0,940.1,693.3,-147.0,6.221,0.6023,-2.548,-1.78,-1.155,-0.2231,-1.643,-1.086,-1.202,-3.072,-3.205,-1.362,-0.8699,0.5051,-0.1839,0.1974,0.03441,0.1328,0.03017,0.1288,0.1067,0.0,0.09386,52.33,2919.0,238300.0,42080000.0,65.96,-5.961,0.935,9139000.0,95300000.0,-83530000000000.0,-871000000000000.0,-9082000000000000.0,1.527e+21,7841000000000000.0,8.176e+16,1.731e+24,0.45220923,0.35722294,0.35249597,0.275042,0.20238438,0.1896779,0.16398105,0.20409599,0.29086816,0.47179964,0.4570026,0.45930108,calmness
495,15.85,0.1362,0.0003247,204.1,0.001035,0.03942,0.04314,36.67,4.598,31.14,0.0004719,573.0,495.3,645.9,49.85,4.895,2.337,2.459,2.667,2.789,2.297,3.022,3.145,4.007,3.827,3.741,2.542,0.1241,0.2155,0.1868,0.1906,0.1658,0.1735,0.1818,0.1756,0.1324,0.0,0.07828,16.55,999.3,57880.0,11390000.0,42.33,1.287,0.6591,602.4,7771.0,11010000000.0,128400000000.0,1482000000000.0,3.02e+17,1156000000000.0,13340000000000.0,4.237e+20,34.63,0.2291,0.0002049,1762.0,0.001689,0.06718,0.5906,81.24,219.9,117.3,0.01046,1269.0,1082.0,738.7,-130.6,3.915,-0.564,-2.912,-2.279,0.5588,1.116,-1.094,-4.265,-3.945,-0.1056,-0.6011,0.1816,-0.8439,0.4767,-0.2447,0.2268,-0.04399,0.1058,0.1058,0.1559,0.06778,0.0,0.1601,57.4,3006.0,219300.0,39240000.0,81.98,-5.092,1.589,9141000.0,95330000.0,-83570000000000.0,-871400000000000.0,-9087000000000000.0,1.528e+21,7845000000000000.0,8.18e+16,1.732e+24,0.3708532,0.39464968,0.5032559,0.40463048,0.43830946,0.34175336,0.24707867,0.31542283,0.21621194,0.2000366,0.1998339,0.34246668,calmness
496,4.02,0.02228,0.0009981,219.3,0.001261,0.0458,0.04942,8.483,11.03,13.87,0.0002744,132.6,125.6,163.8,81.79,5.625,2.747,2.593,2.768,3.219,2.766,2.693,2.777,3.633,3.135,3.206,3.169,0.07839,0.105,0.3025,0.1659,0.1295,0.09359,0.08868,0.09693,0.09614,0.0,0.06994,4.763,230.7,20820.0,3761000.0,23.14,5.258,0.4693,601.5,2837.0,11000000000.0,83250000000.0,540900000000.0,3.018e+17,748800000000.0,4862000000000.0,1.547e+20,16.36,0.07637,0.000453,1754.0,0.002726,0.1044,0.5592,34.91,183.0,250.5,0.009547,545.4,511.3,529.9,-140.9,20.91,-7.073,-1.037,-4.661,-0.5993,-1.721,0.7769,-1.287,-1.704,-0.1762,0.3071,-0.8485,-0.9671,0.8813,0.002295,-0.006686,0.06414,0.07774,0.06377,0.04926,0.03945,0.0,0.1681,21.19,385.3,31910.0,4987000.0,38.98,-4.955,1.693,9144000.0,95340000.0,-83600000000000.0,-871800000000000.0,-9090000000000000.0,1.529e+21,7848000000000000.0,8.183e+16,1.733e+24,0.36181998,0.30810434,0.357338,0.3838676,0.36134085,0.358621,0.3792143,0.41394356,0.37855297,0.32467726,0.2859401,0.31349325,calmness
497,5.645,0.03933,0.0005708,206.3,0.00109,0.04028,0.03824,7.066,19.0,26.08,0.0002593,110.4,176.4,119.9,50.56,4.416,2.805,2.74,2.67,2.25,3.029,3.262,2.895,3.108,3.52,2.957,2.827,0.05118,0.1062,0.2645,0.1648,0.1028,0.07806,0.06741,0.06182,0.06151,0.0,0.07357,5.868,304.5,23450.0,4861000.0,19.49,1.325,0.5958,601.1,2310.0,11000000000.0,78430000000.0,440400000000.0,3.017e+17,705600000000.0,3960000000000.0,1.26e+20,13.27,0.06371,0.0003016,1733.0,0.002483,0.09508,0.5512,27.08,192.8,202.8,0.009223,423.2,414.6,404.9,-145.4,24.04,-6.244,0.1934,-5.522,-3.12,-3.506,-0.7549,-1.581,-2.492,-0.6508,-0.5923,-0.8137,-0.9796,0.8542,0.1706,0.0298,0.02655,0.0413,0.04804,0.05041,0.05232,0.0,0.1445,18.13,333.6,31420.0,5396000.0,27.55,-5.001,1.44,9146000.0,95350000.0,-83640000000000.0,-872100000000000.0,-9092000000000000.0,1.53e+21,7850000000000000.0,8.185e+16,1.734e+24,0.40317312,0.39565408,0.4325058,0.42669886,0.41310057,0.41887644,0.41694033,0.43319365,0.40662652,0.3792932,0.33899182,0.36041257,calmness
498,4.075,0.02606,0.0003801,203.8,0.0008749,0.03293,0.06329,7.701,8.878,16.43,0.0006999,120.3,127.4,160.5,49.12,4.067,2.887,2.675,2.539,2.948,2.651,2.51,3.016,3.239,2.767,2.382,2.347,0.04618,0.1148,0.2488,0.179,0.1041,0.0796,0.06622,0.06321,0.06249,0.0,0.05383,4.822,331.9,34360.0,6649000.0,17.57,1.497,0.4467,602.7,2267.0,11030000000.0,78190000000.0,432300000000.0,3.026e+17,704000000000.0,3892000000000.0,1.237e+20,12.95,0.06358,0.0001498,1720.0,0.001661,0.06355,0.5209,27.89,219.0,93.16,0.009892,435.8,404.7,413.1,-155.9,26.26,-5.237,-0.3047,-4.528,-2.293,-2.268,-0.1419,-0.4738,-1.788,-0.5545,-0.1269,-0.406,-0.9803,0.8629,0.1814,-0.001991,-0.003595,0.02392,0.03779,0.03819,0.03722,0.0,0.09987,17.27,375.8,42700.0,7700000.0,30.06,-5.52,0.987,9148000.0,95360000.0,-83680000000000.0,-872300000000000.0,-9094000000000000.0,1.531e+21,7853000000000000.0,8.186e+16,1.734e+24,0.39183617,0.40155983,0.49473765,0.51687557,0.47413507,0.44472775,0.45677218,0.49460614,0.47368228,0.4580868,0.42618322,0.3968204,calmness
499,4.615,0.02984,0.0005144,202.6,0.0008162,0.02998,0.03343,9.597,20.61,13.62,0.0001787,149.9,144.2,172.5,49.21,3.833,2.913,2.385,2.862,3.859,3.198,3.08,2.677,3.434,3.54,3.417,3.062,0.04796,0.1069,0.2649,0.1649,0.1084,0.08123,0.07691,0.0855,0.08649,0.0,0.04325,5.265,346.8,27180.0,5429000.0,20.97,1.385,0.3053,603.0,2423.0,11030000000.0,79650000000.0,462200000000.0,3.029e+17,717600000000.0,4166000000000.0,1.322e+20,14.43,0.06837,0.0002359,1716.0,0.002065,0.07883,0.5555,30.07,202.8,147.1,0.009236,469.8,451.0,463.9,-148.9,24.05,-6.958,-0.02405,-4.864,-1.445,-2.514,-1.099,-2.139,-2.416,-0.2935,-0.7036,-0.7681,-0.9765,0.8696,0.1479,0.00666,0.01889,0.04072,0.0428,0.03483,0.0308,0.0,0.1194,18.71,337.3,31280.0,5296000.0,30.9,-5.095,1.2,9150000.0,95370000.0,-83720000000000.0,-872600000000000.0,-9095000000000000.0,1.532e+21,7855000000000000.0,8.188e+16,1.735e+24,0.3921788,0.35785913,0.40974715,0.42440072,0.40447423,0.3945076,0.38682404,0.42889437,0.38792798,0.31911278,0.29031315,0.33726624,calmness
500,3.872,0.03656,0.0006233,225.2,0.001363,0.05046,0.04832,9.145,5.198,44.22,0.0002483,142.9,121.0,122.3,81.79,5.169,2.734,2.745,2.469,2.347,2.031,2.058,2.005,2.936,2.283,2.543,1.922,0.08295,0.1745,0.202,0.1335,0.1119,0.1135,0.09549,0.09411,0.108,0.0,0.07211,8.903,873.1,97080.0,17330000.0,17.3,5.263,0.4668,603.2,3488.0,11040000000.0,89410000000.0,665300000000.0,3.031e+17,803700000000.0,5976000000000.0,1.904e+20,12.2,0.06123,0.0003833,1723.0,0.002446,0.09356,0.5599,26.61,144.6,261.5,0.009705,415.8,381.2,333.8,-138.8,16.16,-0.8402,-0.8871,-3.824,-2.079,-1.893,-4.071,-4.322,-3.773,-1.201,0.6897,1.243,-0.9742,0.7195,0.1613,0.1248,0.02104,0.04811,0.04786,0.06781,0.03433,0.0,0.1501,26.69,1425.0,170600.0,29310000.0,25.4,-4.861,1.511,9152000.0,95380000.0,-83760000000000.0,-872900000000000.0,-9097000000000000.0,1.533e+21,7858000000000000.0,8.19e+16,1.735e+24,0.5310693,0.6186939,0.7180721,0.731544,0.664973,0.5619773,0.44638476,0.32692477,0.2063292,0.17466144,0.25940275,0.4135249,joyful_activation
501,4.897,0.03857,0.0007141,211.4,0.001439,0.05368,0.03284,7.011,28.71,11.41,0.0001598,109.6,153.0,92.61,50.28,4.205,2.576,2.756,2.325,2.3,2.06,1.942,2.313,2.469,2.495,1.932,1.796,0.04931,0.1297,0.174,0.1304,0.1055,0.1023,0.09642,0.09414,0.09905,0.0,0.08266,8.088,703.0,81790.0,14460000.0,20.61,1.254,0.5171,602.6,3383.0,11030000000.0,88440000000.0,645400000000.0,3.03e+17,794900000000.0,5797000000000.0,1.847e+20,11.97,0.05954,0.0004751,1693.0,0.002532,0.09704,0.6305,25.75,90.06,275.0,0.009368,402.4,373.9,330.4,-132.3,16.9,-0.1008,-0.6567,-3.142,-1.704,-1.762,-3.185,-3.413,-3.229,-0.8669,0.09365,0.3585,-0.9803,0.7355,0.1706,0.13,0.01528,0.06019,0.05767,0.06501,0.0403,0.0,0.1619,26.09,1388.0,169100.0,29030000.0,29.3,-4.502,1.629,9154000.0,95390000.0,-83800000000000.0,-873200000000000.0,-9100000000000000.0,1.534e+21,7861000000000000.0,8.192e+16,1.736e+24,0.6377715,0.71508867,0.70960987,0.63648987,0.5425364,0.48158175,0.4348298,0.3687067,0.29051217,0.2696314,0.34159425,0.52329046,joyful_activation
502,4.309,0.03449,0.0006478,203.5,0.001281,0.04727,0.03557,12.0,1.606,11.72,0.0002071,187.4,134.7,137.5,51.2,4.64,2.939,2.777,2.716,2.348,2.361,1.974,2.636,2.325,2.039,2.392,2.006,0.05195,0.1444,0.1728,0.136,0.1247,0.1296,0.1028,0.1113,0.1047,0.0,0.08157,9.336,811.7,82860.0,14980000.0,21.76,1.496,0.5151,605.3,3758.0,11090000000.0,92130000000.0,717200000000.0,3.045e+17,828400000000.0,6446000000000.0,2.053e+20,13.24,0.06979,0.0003603,1672.0,0.002119,0.08122,0.6017,30.14,139.3,168.2,0.0101,471.0,413.8,347.3,-133.2,15.38,-0.8308,-0.3596,-3.103,-2.938,-2.174,-3.372,-1.655,-1.925,-0.68,-1.751,-1.186,-0.9741,0.7213,0.1124,0.08308,-0.01031,0.01191,0.07076,0.08882,0.04067,0.0,0.1486,29.11,1590.0,187500.0,32280000.0,34.37,-4.872,1.5,9156000.0,95410000.0,-83830000000000.0,-873500000000000.0,-9102000000000000.0,1.535e+21,7864000000000000.0,8.194e+16,1.737e+24,0.65837926,0.65028,0.61353475,0.5139111,0.39251804,0.39895484,0.47272044,0.45275292,0.4322197,0.43837264,0.49672678,0.6227914,joyful_activation
503,3.619,0.02806,0.000656,210.9,0.000966,0.03545,0.03414,10.24,22.58,10.28,0.0001685,160.1,113.1,144.6,50.32,4.462,2.956,2.637,2.419,2.475,2.565,2.28,2.376,1.942,2.515,3.114,2.007,0.04699,0.1436,0.2215,0.1462,0.1195,0.1122,0.1045,0.1109,0.1117,0.0,0.06432,7.49,704.9,82740.0,14870000.0,23.96,1.368,0.3499,603.9,3865.0,11060000000.0,93000000000.0,737600000000.0,3.039e+17,837100000000.0,6638000000000.0,2.111e+20,13.45,0.07026,0.0003545,1691.0,0.002019,0.07892,0.5374,29.7,145.7,152.0,0.009333,464.1,420.4,361.6,-132.5,15.53,-2.661,-0.1081,-2.832,-2.73,-2.305,-2.86,-2.429,-2.212,-0.4291,-0.6419,-0.3643,-0.9756,0.7525,0.06226,0.06206,-0.007699,0.044,0.06066,0.06445,0.03986,0.0,0.142,27.8,1368.0,161200.0,27570000.0,36.08,-4.808,1.416,9158000.0,95420000.0,-83870000000000.0,-873900000000000.0,-9105000000000000.0,1.536e+21,7867000000000000.0,8.196e+16,1.737e+24,0.4906637,0.5516361,0.54714334,0.49641773,0.44647574,0.47213545,0.57799554,0.516054,0.39902684,0.36652818,0.38350728,0.45068964,joyful_activation
504,4.227,0.03328,0.001046,235.4,0.001082,0.03978,0.03501,7.588,2.304,18.14,0.0008342,118.6,132.1,95.06,81.56,3.726,2.808,2.743,2.424,2.248,2.123,2.205,2.125,2.108,2.099,2.599,2.794,0.08409,0.1852,0.1724,0.1152,0.104,0.1002,0.08285,0.0789,0.07611,0.0,0.06025,9.183,938.3,105800.0,19620000.0,18.93,5.293,0.4077,601.1,3549.0,11010000000.0,89860000000.0,677300000000.0,3.026e+17,805500000000.0,6061000000000.0,1.939e+20,11.09,0.05351,0.0003242,1624.0,0.001384,0.05313,0.6576,24.15,197.9,84.4,0.01066,377.4,346.7,309.7,-153.8,16.13,2.439,-0.2788,-2.419,-2.078,-3.368,-2.783,-1.953,-1.04,-0.1471,-0.8684,-1.627,-0.9777,0.6985,0.2225,0.1033,0.08568,0.09781,0.03479,0.03474,0.05661,0.0,0.08528,26.66,1611.0,204400.0,36550000.0,22.7,-5.382,0.8504,9160000.0,95430000.0,-83910000000000.0,-874200000000000.0,-9107000000000000.0,1.537e+21,7869000000000000.0,8.198e+16,1.738e+24,0.47764516,0.5096381,0.5684225,0.5543177,0.4993233,0.47052768,0.4435831,0.49766365,0.5898034,0.563825,0.4364061,0.4437306,calmness
505,3.136,0.02798,0.001482,224.0,0.001359,0.04991,0.04309,7.771,31.63,20.3,0.000245,121.4,98.01,87.39,49.65,3.687,3.141,2.675,2.397,1.988,2.155,1.867,2.149,2.26,2.622,2.184,1.904,0.0531,0.1925,0.1658,0.1102,0.09866,0.1019,0.08388,0.0708,0.08357,0.0,0.06864,8.855,889.1,95970.0,17530000.0,15.37,1.453,0.4286,603.1,3161.0,11050000000.0,86500000000.0,603400000000.0,3.038e+17,776900000000.0,5414000000000.0,1.728e+20,11.02,0.05364,0.0005211,1643.0,0.001917,0.07349,0.6219,24.0,186.1,184.7,0.01048,375.0,344.4,314.8,-142.4,17.62,2.634,-0.7201,-3.467,-1.768,-2.775,-1.807,-2.05,-2.606,-1.804,-1.363,-1.134,-0.9819,0.7233,0.213,0.1027,0.07502,0.1125,0.03225,0.04051,0.02823,0.0,0.1155,24.52,1354.0,171000.0,30260000.0,22.6,-4.784,1.159,9162000.0,95440000.0,-83950000000000.0,-874500000000000.0,-9109000000000000.0,1.538e+21,7872000000000000.0,8.2e+16,1.739e+24,0.5774603,0.60033804,0.6868059,0.6804032,0.5925023,0.51336443,0.39685452,0.38019195,0.45848665,0.48744735,0.4688375,0.5113723,calmness
506,3.693,0.02545,0.00157,229.7,0.001309,0.04881,0.03374,8.478,5.68,4.825,0.000269,132.5,115.4,136.4,50.28,3.75,3.475,2.931,2.205,1.909,1.938,2.246,2.462,2.649,2.686,2.285,1.934,0.04692,0.1571,0.1881,0.1082,0.08874,0.09353,0.09516,0.08427,0.08779,0.0,0.06763,7.656,778.8,91430.0,16860000.0,19.75,1.317,0.3961,603.9,3379.0,11070000000.0,88580000000.0,645000000000.0,3.043e+17,796900000000.0,5801000000000.0,1.847e+20,12.34,0.06225,0.0005295,1654.0,0.001929,0.07485,0.6176,26.66,193.0,156.5,0.01019,416.5,385.6,353.0,-138.2,16.48,0.6502,-2.045,-3.287,-1.154,-2.643,-1.685,-1.592,-2.927,-2.172,-1.307,-1.222,-0.9798,0.7446,0.1837,0.08232,0.07618,0.09317,0.0007433,0.02078,0.01753,0.0,0.1246,26.25,1405.0,178500.0,31460000.0,31.23,-4.627,1.261,9164000.0,95450000.0,-83990000000000.0,-874800000000000.0,-9112000000000000.0,1.539e+21,7875000000000000.0,8.202e+16,1.739e+24,0.626301,0.6097294,0.5890091,0.54156977,0.4697428,0.40796328,0.34978455,0.37477127,0.46738428,0.5000696,0.47385377,0.5373126,calmness
507,3.364,0.02743,0.001191,217.5,0.001087,0.03951,0.03892,9.146,10.48,12.61,0.000443,142.9,105.1,123.6,66.67,3.468,2.384,2.647,2.132,2.385,2.346,2.067,2.505,1.775,2.636,2.202,2.153,0.06503,0.1776,0.1942,0.1199,0.1116,0.0982,0.09852,0.08559,0.09954,0.0,0.05821,8.225,823.3,90900.0,16640000.0,20.03,1.322,0.3389,602.2,3782.0,11040000000.0,92140000000.0,722100000000.0,3.036e+17,827400000000.0,6479000000000.0,2.068e+20,11.98,0.06113,0.0003756,1661.0,0.001608,0.06223,0.6017,27.11,192.8,88.33,0.009859,423.6,374.2,339.1,-142.5,16.65,2.339,-1.014,-2.655,-1.399,-2.429,-1.586,-1.802,-1.773,-0.2735,-0.6427,-1.482,-0.9779,0.7174,0.1746,0.1004,0.07109,0.1045,0.01264,0.01821,0.03792,0.0,0.107,26.94,1552.0,195200.0,34450000.0,29.29,-4.923,1.082,9167000.0,95470000.0,-84020000000000.0,-875100000000000.0,-9114000000000000.0,1.54e+21,7878000000000000.0,8.204e+16,1.74e+24,0.56347007,0.5201963,0.554072,0.54151833,0.518462,0.50898695,0.48800322,0.5354931,0.5290855,0.49958768,0.47673097,0.5197737,calmness
508,3.491,0.02481,0.0004637,219.1,0.0008839,0.03285,0.04289,9.01,33.87,9.979,0.0002457,140.8,109.1,125.0,82.55,4.162,2.931,2.248,2.106,1.926,2.078,2.153,1.698,1.721,1.852,1.686,1.888,0.07928,0.225,0.1725,0.1625,0.1109,0.1011,0.09527,0.1027,0.09079,0.0,0.07111,9.344,986.7,109600.0,19880000.0,20.72,5.22,0.512,603.5,4076.0,11070000000.0,94980000000.0,778400000000.0,3.044e+17,853400000000.0,6991000000000.0,2.23e+20,10.9,0.05729,0.0003282,1621.0,0.001844,0.07128,0.563,26.34,165.2,124.6,0.009166,411.6,340.6,281.3,-138.0,17.9,1.874,-0.1178,-0.7882,-0.9274,-0.3915,-0.1019,-0.4665,-0.7721,-0.1542,-0.255,-0.04658,-0.976,0.593,0.2199,0.1587,0.06231,-0.006885,0.05556,0.04109,-0.01573,0.0,0.1429,29.11,2042.0,263200.0,47300000.0,31.78,-5.135,1.442,9169000.0,95480000.0,-84060000000000.0,-875400000000000.0,-9116000000000000.0,1.541e+21,7881000000000000.0,8.207e+16,1.741e+24,0.56779265,0.5334093,0.5859082,0.6738017,0.68176174,0.6571515,0.5876098,0.52207637,0.479514,0.4908524,0.559726,0.63337165,calmness
509,3.098,0.01832,0.0007457,201.8,0.001102,0.04048,0.03804,8.969,25.17,29.27,0.0002329,140.1,96.83,122.8,50.56,3.696,2.577,2.142,2.617,2.108,2.35,1.932,2.078,2.089,2.08,1.86,2.106,0.04729,0.2311,0.161,0.1329,0.1347,0.1235,0.1171,0.09534,0.09538,0.0,0.08254,9.116,1002.0,105000.0,19210000.0,19.7,1.199,0.6006,602.6,3962.0,11050000000.0,93870000000.0,756600000000.0,3.041e+17,843800000000.0,6798000000000.0,2.168e+20,11.18,0.057,0.0004387,1648.0,0.002075,0.08071,0.5862,26.8,167.8,178.2,0.009522,418.7,349.4,296.7,-132.5,17.84,1.817,-0.9125,-0.2618,-2.02,-0.9035,-0.644,-0.4489,-1.747,-1.165,-0.2679,-0.1077,-0.9797,0.6132,0.2072,0.1719,0.07495,-0.01509,0.01527,0.02783,0.02448,0.0,0.1567,29.09,2019.0,257600.0,46000000.0,34.31,-4.662,1.582,9171000.0,95490000.0,-84100000000000.0,-875700000000000.0,-9119000000000000.0,1.543e+21,7883000000000000.0,8.209e+16,1.742e+24,0.6519026,0.6928691,0.6719732,0.61625797,0.568515,0.5269353,0.44278252,0.4087779,0.4402846,0.47776687,0.57401574,0.62625635,calmness
510,6.068,0.0413,0.0004039,215.6,0.000729,0.02652,0.05969,9.554,6.486,6.81,0.0001972,149.3,189.6,157.7,50.29,3.616,2.408,2.472,2.723,2.683,2.286,2.092,1.944,2.148,1.794,2.376,1.722,0.06358,0.2357,0.1705,0.1531,0.1175,0.134,0.1151,0.1042,0.1052,0.0,0.05508,10.93,1060.0,104800.0,19110000.0,18.79,1.282,0.3507,602.5,4109.0,11050000000.0,95220000000.0,784800000000.0,3.042e+17,855700000000.0,7049000000000.0,2.249e+20,11.43,0.05697,0.0002421,1657.0,0.001667,0.06405,0.5864,26.56,181.1,108.1,0.009226,415.0,357.1,310.6,-137.8,17.05,3.297,-0.8967,-0.766,-1.689,-1.266,-0.8318,-0.7344,-1.363,-0.5321,0.1084,0.2905,-0.9771,0.578,0.2111,0.1834,0.1092,0.03247,0.03687,0.0374,-0.01284,0.0,0.1226,30.65,2206.0,275100.0,49240000.0,30.66,-5.048,1.234,9173000.0,95510000.0,-84140000000000.0,-876100000000000.0,-9122000000000000.0,1.544e+21,7886000000000000.0,8.211e+16,1.742e+24,0.5899124,0.61507493,0.67076355,0.7100296,0.63040084,0.5670791,0.4665197,0.40342003,0.4028569,0.41512102,0.46825927,0.5542621,calmness
