Song,Quadrant,AllMusic Id,AllMusic Extraction Date,Artist,Title,Relevance,Year,LowestYear,Duration,Moods,MoodsAll,MoodsAllWeights,Genres,GenreWeights,Themes,ThemeWeights,Styles,StyleWeights,AppearancesTrackIDs,AppearancesAlbumIDs,Sample,SampleURL,ActualYear,num_Genres,num_MoodsAll
MT0001313815,Q4,MT0001313815,Old,Bob Marley,Waiting in Vain,1.0441146,03/06/1977,03/06/1977,255.0,"Agreeable,Positive,Relaxed","Agreeable,Positive,Relaxed,Sentimental","5,5,5,5",Reggae,5,"In Love,Motivation,Relationships","5,5,5",Roots Reggae,5,"MT0001313815,MT0004211562,MT0005914493,MT0007506472,MT0012721433,MT0036281166,MT0044658240,MT0044775318","MW0000004457,MW0000123937,MW0000123937,MW0000123937,MW0000123937,MW0000123937,MW0000371070,MW0001955869",1.0,http://rovimusic.rovicorp.com/playback.mp3?c=7GAWU3_9uIph_h-vOeA87DqpU4hxl5saPDaNIVORh-E=&f=J,1977,,
MT0001318718,Q1,MT0001318718,Old,Jackson Browne,Ready or Not,1.0362465,,,,"Humorous,Quirky,Sexy","Amiable/Good-Natured,Humorous,Light,Literate,Playful,Quirky,Sexy","5,5,5,7,7,7,7",Pop/Rock,7,"Awareness,Family,Freedom,In Love,Music,Relationships,Violence","5,5,5,5,5,5,5","Contemporary Pop/Rock,Country-Rock,Folk-Rock,Psychedelic/Garage,Singer/Songwriter,Soft Rock","6,6,7,7,7,9",,,1.0,http://rovimusic.rovicorp.com/playback.mp3?c=eRWPU_m88J_HUYMpGXt0KPQIxMnXLaW9NvEpt_rvU6E=&f=J,,,
MT0001321861,Q2,MT0001321861,Old,Young Jeezy,I Luv It,1.0467997,12/12/2006,,240.0,"Brash,Carefree,Celebratory,Confident,Dramatic,Energetic,Fierce,Freewheeling,Hedonistic,Intense,Irreverent,Malevolent,Menacing,Outrageous,Rambunctious,Rebellious,Rollicking,Street-Smart,Swaggering,Thuggish","Ambitious,Brash,Carefree,Celebratory,Confident,Dramatic,Energetic,Fierce,Freewheeling,Hedonistic,Intense,Irreverent,Malevolent,Menacing,Outrageous,Rambunctious,Rebellious,Rollicking,Street-Smart,Swaggering,Thuggish","7,7,7,7,7,7,7,7,8,8,8,9,9,9,9,9,9,9,9,9,9",Rap,9,"Celebration,Cool & Cocky,Empowering,Mischievous,Motivation,Revolutionary","7,9,9,9,9,9","Gangsta Rap,Southern Rap","9,9","MT0000482318,MT0001321861,MT0005079070,MT0005368991,MT0015689996,MT0017310306,MT0018383418,MT0026116480,MT0029735037,MT0042337513,MT0044684016,MT0044684033,MT0045382343,MT0046580374","MW0000451840,MW0000778280,MW0000778280,MW0000778280,MW0000778280,MW0000778280,MW0000778280,MW0000778280,MW0000778280,MW0001228224,MW0001568440,MW0001793728,MW0002242479,MW0002491530",1.0,http://rovimusic.rovicorp.com/playback.mp3?c=dfOxrJQ__0yifMjP9y88iGjIb8Tr8vVfGLIuM5x_WSg=&f=J,2006,,
MT0001323755,Q4,MT0001323755,Old,Tennessee Ernie Ford,His Hands,1.0318253,18/03/1997,,156.0,"Reserved,Reverent,Spiritual","Amiable/Good-Natured,Calm/Peaceful,Dreamy,Earnest,Earthy,Gentle,Innocent,Laid-Back/Mellow,Organic,Plaintive,Refined,Reflective,Relaxed,Reserved,Reverent,Smooth,Soothing,Sophisticated,Spiritual,Stylish,Warm","7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7","Country,Religious","9,9","Affirmation,Comfort,Empowering,Introspection,Reflection,Sunday Afternoon","5,5,5,5,5,5","Country Gospel,Gospel,Traditional Country","9,9,9","MT0001323755,MT0001706813,MT0002809340,MT0003794987,MT0006883252,MT0014613639,MT0015668164,MT0015951492,MT0017782752,MT0018716729,MT0019290162,MT0020091968,MT0020211091,MT0033918985,MT0034385657,MT0035917107,MT0039456452,MT0052488113","MW0000099719,MW0000099719,MW0000101047,MW0000101047,MW0000176577,MW0000268473,MW0000268473,MW0000268473,MW0000575163,MW0001038694,MW0001062014,MW0001094690,MW0001197606,MW0001475950,MW0001676192,MW0001770968,MW0001880332,MW0002874752",1.0,http://rovimusic.rovicorp.com/playback.mp3?c=5u4B56J8r0Vg0w_VQ8OkxYapJnH0KBK7tayJ1L1z1aM=&f=J,1997,,
MT0001323890,Q3,MT0001323890,Old,Plastikman,Sickness,1.0262872,10/02/1998,14/07/1997,460.0,"Bleak,Clinical,Cold,Detached,Difficult,Druggy,Harsh,Menacing,Ominous,Unsettling","Aggressive,Bleak,Cerebral,Clinical,Cold,Detached,Difficult,Druggy,Fiery,Harsh,Hypnotic,Intense,Menacing,Nocturnal,Ominous,Provocative,Tense/Anxious,Uncompromising,Unsettling,Urgent","5,5,5,5,5,6,6,6,6,6,8,8,9,9,9,9,9,9,9,9",Electronic,9,"Club,Empowering,Exercise/Workout,Late Night,Night Driving,Partying,Revolutionary","5,5,5,5,5,5,9","Acid Techno,Detroit Techno,Minimal Techno,Techno","9,9,9,9","MT0001323890,MT0002657484,MT0032675864,MT0042147084","MW0000038216,MW0000038216,MW0000239324,MW0002087520",1.0,http://rovimusic.rovicorp.com/playback.mp3?c=gAzWhOk38PrbLOYVCaj2uIapJnH0KBK7tayJ1L1z1aM=&f=J,1998,,
MT0001328889,Q2,MT0001328889,Old,Afficial,Street Army,1.0108753,23/11/2004,23/11/2004,317.0,"Angry,Hostile,Reckless","Aggressive,Angry,Boisterous,Brash,Confident,Confrontational,Energetic,Fiery,Hostile,Lively,Menacing,Rebellious,Reckless,Street-Smart,Thuggish","5,6,6,6,6,6,7,7,8,8,8,8,8,8,8",Rap,9,"Cool & Cocky,Guys Night Out","6,7","Dirty South,Gangsta Rap,Hardcore Rap,Southern Rap","9,9,9,9","MT0001328889,MT0001684789,MT0006328164,MT0014219185","MW0000259548,MW0000259548,MW0000259548,MW0000259548",1.0,http://rovimusic.rovicorp.com/playback.mp3?c=eEYXu2nU7zzOlZE6RNE7bTqpU4hxl5saPDaNIVORh-E=&f=J,2004,,
MT0001331047,Q3,MT0001331047,Old,Billie Holiday,How Am I to Know?,1.0368147,28/01/1997,28/01/1997,164.0,"Bitter,Brooding,Gloomy,Nocturnal,Restrained,Sad,Somber,Weary","Bitter,Brooding,Dramatic,Elegant,Gloomy,Intimate,Melancholy,Nocturnal,Plaintive,Poignant,Reflective,Restrained,Sad,Searching,Somber,Weary,Yearning","6,6,6,7,7,7,7,7,7,8,8,8,8,9,9,9,9","Blues,Jazz,Vocal","6,7,9","Feeling Blue,Late Night,Reflection,Regret","8,9,9,9","Classic Female Blues,Swing,Traditional Pop,Vocal Jazz","6,7,7,9","MT0001331047,MT0003678099","MW0000010820,MW0000010820",1.0,http://rovimusic.rovicorp.com/playback.mp3?c=YUTf7YXGcvCLjzQwe44lGs2KXJKuJLE7UG4BJXcyKZ4=&f=J,1997,,
MT0001332899,Q3,MT0001332899,Old,The Jayhawks,Will I See You in Heaven,1.0354366,08/04/2003,08/04/2003,219.0,"Reserved,Sad,Weary","Amiable/Good-Natured,Bittersweet,Earnest,Gentle,Intimate,Laid-Back/Mellow,Melancholy,Organic,Plaintive,Poignant,Reflective,Reserved,Sad,Searching,Sentimental,Warm,Weary,Wistful,Yearning","7,7,7,7,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8","Country,Pop/Rock","7,7","Feeling Blue,Loss/Grief,Reflection","7,8,8","Adult Alternative Pop/Rock,Alternative Country-Rock,Alternative Pop/Rock,Alternative/Indie Rock,Americana","4,6,7,7,7","MT0001332899,MT0008547116,MT0034550730,MT0044570376,MT0045410289,MT0050014311,MT0050920287","MW0000023068,MW0000023068,MW0000023068,MW0000023068,MW0000023068,MW0000023068,MW0000023068",1.0,http://rovimusic.rovicorp.com/playback.mp3?c=qW1dLC3_er9QDbgMj8TRqIapJnH0KBK7tayJ1L1z1aM=&f=J,2003,,
MT0001333258,Q2,MT0001333258,Old,The Dramatics,Beware of the Man (With the Candy in His Hand),1.0326366,1973-??-??,1972-??-??,178.0,"Anguished/Distraught,Ominous","Ambitious,Anguished/Distraught,Confident,Confrontational,Dramatic,Earnest,Gutsy,Intimate,Ominous,Passionate,Slick,Street-Smart,Stylish,Theatrical,Yearning","4,4,4,5,5,5,6,7,7,7,8,8,8,9,9",R&B,9,"Empowering,Late Night,Politics/Society","9,9,9","Quiet Storm,Smooth Soul,Soul","4,6,9","MT0000926444,MT0001333258,MT0006344597,MT0007719315,MT0007838927,MT0031973116,MT0040774027,MT0041059227,MT0042088217,MT0042516244,MT0044046551,MT0044657126,MT0044910595","MW0000193578,MW0000193578,MW0000233079,MW0000263553,MW0000263553,MW0000320316,MW0000320316,MW0000320316,MW0000320316,MW0000579905,MW0000579905,MW0000579905,MW0000981557",1.0,http://rovimusic.rovicorp.com/playback.mp3?c=t5T_qHyTxPTAISdi4bLvg_QIxMnXLaW9NvEpt_rvU6E=&f=J,1973,,
MT0001335920,Q1,MT0001335920,Old,The Allman Brothers Band,Long Time Gone,1.0448905,1989-06-??,1989-06-??,270.0,"Cheerful,Nostalgic,Positive,Romantic","Cheerful,Lively,Nostalgic,Positive,Romantic","5,5,5,5,5","Country,Electronic,Pop/Rock","5,5,5","Relationships,Starting Out,Travel","5,5,5","Club/Dance,Country-Rock","5,5",MT0001335920,MW0000202604,1.0,http://rovimusic.rovicorp.com/playback.mp3?c=izNbo0YnMTtdh28lLI93nfQIxMnXLaW9NvEpt_rvU6E=&f=J,1989,,
MT0001339839,Q3,MT0001339839,Old,Jimmy Reed,Down the Road,1.0285653,1966-??-??,,154.0,"Greasy,Lazy,Messy,Sparse,Weary","Carefree,Earnest,Earthy,Freewheeling,Greasy,Laid-Back/Mellow,Lazy,Light,Messy,Organic,Playful,Refined,Relaxed,Reserved,Self-Conscious,Soothing,Sparse,Street-Smart,Swaggering,Warm,Weary","5,5,5,6,6,6,7,7,7,8,8,8,8,8,8,8,8,8,9,9,9","Blues,R&B","3,9","Feeling Blue,Hanging Out,Relaxation,Summer","4,7,9,9","Blues Revival,Chicago Blues,Early R&B,Electric Blues,Electric Chicago Blues,Electric Harmonica Blues,Regional Blues","3,8,8,8,8,9,9","MT0001339839,MT0007500236,MT0011889028,MT0013320011,MT0037571490,MT0046719708,MT0046830161","MW0000069335,MW0000103198,MW0000103198,MW0000214068,MW0000862923,MW0002501169,MW0002513240",1.0,http://rovimusic.rovicorp.com/playback.mp3?c=qmpVLvF_rY9UhhUJjv2uJawfpsQHuOlGC4-o-yXc8Os=&f=J,1966,,
MT0001340527,Q3,MT0001340527,Old,Clifton Chenier,All Your Love,1.0283978,1974-??-??,1974-??-??,260.0,"Greasy,Lazy,Spicy","Amiable/Good-Natured,Earnest,Earthy,Freewheeling,Greasy,Gritty,Gutsy,Laid-Back/Mellow,Lazy,Passionate,Plaintive,Reflective,Sentimental,Spicy,Street-Smart,Stylish,Yearning","5,5,5,5,6,6,6,6,6,7,7,7,7,8,8,8,9","Blues,International,R&B","5,6,9","Feeling Blue,Guys Night Out,Hanging Out,Late Night","9,9,9,9","Early R&B,Modern Electric Blues,North American Traditions,Zydeco","5,6,9,9","MT0001340527,MT0002760276,MT0046412944,MT0046469146","MW0000019139,MW0000019139,MW0000270316,MW0000270316",1.0,http://rovimusic.rovicorp.com/playback.mp3?c=hzwyHQ6bkDb5NKhvbpraupjWf7KriH64XH0cLbjLrOY=&f=J,1974,,
MT0001347462,Q4,MT0001347462,Old,The Brothers Four,Try to Remember,1.0422184,1996-04-??,,173.0,"Delicate,Elegant,Innocent,Nostalgic,Organic,Plaintive,Restrained,Soft/Quiet,Soothing,Sparse","Amiable/Good-Natured,Delicate,Elegant,Gentle,Innocent,Intimate,Laid-Back/Mellow,Nostalgic,Organic,Plaintive,Refined,Reflective,Restrained,Romantic,Soft/Quiet,Soothing,Sparse","5,5,5,5,5,6,6,7,7,7,7,7,7,8,8,8,9",Folk,5,"Introspection,Reminiscing,Solitude","5,5,5","Contemporary Folk,Folk Revival","5,5","MT0001347462,MT0002832375,MT0004978413,MT0005550612,MT0006937660,MT0008483650,MT0015417901,MT0015443176,MT0015898056,MT0019257415,MT0044017676,MT0046244416","MW0000034755,MW0000094087,MW0000184799,MW0000184799,MW0000341704,MW0000457770,MW0000649926,MW0000649926,MW0001070831,MW0001525847,MW0002293632,MW0002433267",1.0,http://rovimusic.rovicorp.com/playback.mp3?c=W9y-Axm_MsXEpx8yXyurJJjWf7KriH64XH0cLbjLrOY=&f=J,1996,,
MT0001353828,Q2,MT0001353828,Old,2Pac,Me Against the World,1.0436648,1996-12-??,1995-??-??,0.0,"Angry,Angst-Ridden,Anguished/Distraught,Brooding,Complex,Elegant,Fierce,Fiery,Harsh,Hostile,Intense,Melancholy,Menacing,Poignant,Searching,Somber,Street-Smart,Theatrical,Thuggish,Uncompromising","Angry,Angst-Ridden,Anguished/Distraught,Brooding,Complex,Dramatic,Elegant,Fierce,Fiery,Harsh,Hostile,Intense,Melancholy,Menacing,Poignant,Reflective,Searching,Somber,Street-Smart,Theatrical,Thuggish,Uncompromising,Yearning","5,5,5,5,5,5,5,5,5,5,5,5,7,7,7,7,8,8,8,9,9,9,9",Rap,8,"Affirmation,Cool & Cocky,Empowering,Introspection,Motivation,Reflection,Revolutionary","5,5,5,6,7,7,7","G-Funk,Gangsta Rap,West Coast Rap","8,8,8","MT0001353828,MT0001764522,MT0006261283,MT0007401920,MT0012205561,MT0012877350,MT0015324437,MT0026317162,MT0027654634,MT0027705985,MT0033947878,MT0034992314,MT0043721294,MT0045538526,MT0046293517","MW0000050901,MW0000083155,MW0000083155,MW0000083155,MW0000124756,MW0000228720,MW0000228720,MW0000228720,MW0000625486,MW0001166255,MW0001478615,MW0001478615,MW0001516240,MW0001637230,MW0001640171",1.0,http://rovimusic.rovicorp.com/playback.mp3?c=WiwTtaezM3GqD6nIedqD-s2KXJKuJLE7UG4BJXcyKZ4=&f=J,1996,,
MT0001356476,Q1,MT0001356476,Old,Bruce Springsteen,Pink Cadillac,1.4828529,10/11/1998,1984-??-??,216.0,"Bravado,Celebratory,Freewheeling,Fun,Nocturnal,Playful,Rollicking,Rousing,Sexy,Swaggering","Bravado,Celebratory,Freewheeling,Fun,Nocturnal,Playful,Rollicking,Rousing,Sexy,Swaggering","9,9,9,9,9,9,9,9,9,9",Pop/Rock,9,"Cool & Cocky,Day Driving,Guys Night Out,Hanging Out,Late Night,Night Driving,Road Trip","9,9,9,9,9,9,9","Album Rock,Contemporary Pop/Rock,Heartland Rock,Rock & Roll","9,9,9,9","MT0001356476,MT0001651127,MT0003144515,MT0003553613,MT0003770744,MT0007804565,MT0011788761,MT0011799004,MT0026339662,MT0031037618,MT0031921351,MT0035089802,MT0039561379,MT0041778511,MT0047985580,MT0048529339","MW0000045088,MW0000045088,MW0000045088,MW0000124141,MW0000124141,MW0000238122,MW0000238122,MW0000238122,MW0000238122,MW0000238122,MW0000238122,MW0000238122,MW0000820171,MW0000879730,MW0000884617,MW0001249626",1.0,http://rovimusic.rovicorp.com/playback.mp3?c=k9uADtk8ce-uHPBpnPquxWjIb8Tr8vVfGLIuM5x_WSg=&f=J,1998,,
MT0001356637,Q3,MT0001356637,Old,Sonic Youth,Superstar,1.0497596,1994-??-??,1994-??-??,246.0,"Amiable/Good-Natured,Bittersweet,Brooding,Earnest,Gentle,Gloomy,Intimate,Melancholy,Plaintive,Precious,Reflective,Sad,Searching,Somber,Stylish,Wistful,Yearning","Amiable/Good-Natured,Bittersweet,Brooding,Earnest,Gentle,Gloomy,Intimate,Melancholy,Plaintive,Precious,Reflective,Sad,Searching,Somber,Stylish,Wistful,Yearning","3,3,4,5,5,5,6,6,6,6,7,7,7,7,8,8,8",Pop/Rock,8,The Creative Side,8,"Adult Alternative Pop/Rock,Alternative Pop/Rock,Alternative/Indie Rock,Indie Rock,Tribute Albums","4,4,7,8,8","MT0001356637,MT0006147349,MT0009584569,MT0009794836,MT0017465721,MT0030092599,MT0030922422,MT0034588255,MT0036851213,MT0039839027,MT0040122633,MT0041692287,MT0041692629,MT0042081800,MT0044880208,MT0046446579,MT0048362046,MT0048395085,MT0048446978,MT0048565471,MT0050744885","MW0000120546,MW0000120546,MW0000120546,MW0000120546,MW0000581825,MW0000581825,MW0000581825,MW0000581825,MW0000581825,MW0000581825,MW0000581825,MW0000581825,MW0000581825,MW0000792275,MW0000792275,MW0000792275,MW0000792275,MW0000792275,MW0001344623,MW0001344623,MW0001344623",1.0,http://rovimusic.rovicorp.com/playback.mp3?c=Inr8z2oovq0mM5R04Jq9YYapJnH0KBK7tayJ1L1z1aM=&f=J,1994,,
MT0001361436,Q2,MT0001361436,Old,Megadeth,The Killing Road,1.0485226,01/11/1994,01/11/1994,237.0,"Acerbic,Aggressive,Angry,Angst-Ridden,Bitter,Bleak,Complex,Cynical/Sarcastic,Energetic,Harsh,Hostile,Malevolent,Manic,Menacing,Nihilistic,Paranoid,Rebellious,Tense/Anxious,Theatrical,Visceral,Volatile","Acerbic,Aggressive,Angry,Angst-Ridden,Bitter,Bleak,Complex,Cynical/Sarcastic,Energetic,Harsh,Hostile,Malevolent,Manic,Menacing,Nihilistic,Paranoid,Rebellious,Tense/Anxious,Theatrical,Visceral,Volatile","4,4,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,9,9",Pop/Rock,9,"Late Night,Lifecycle,Mischievous,Open Road,Relationships","5,5,5,5,5","Heavy Metal,Progressive Metal,Speed/Thrash Metal","5,9,9","MT0000249858,MT0000775918,MT0001361436,MT0007041154,MT0007870919,MT0009700942,MT0009716172,MT0013852857,MT0016963931,MT0034239583,MT0047590936,MT0050656415,MT0050919556","MW0000119424,MW0000119424,MW0000119424,MW0000119424,MW0000119424,MW0000119424,MW0000119424,MW0000119424,MW0000119424,MW0000487321,MW0000797353,MW0000797353,MW0002710314",1.0,http://rovimusic.rovicorp.com/playback.mp3?c=O9EoiDQw-WBLdg23L8SHm_KUU23ZQzDPVjJ3ONioHGo=&f=J,1994,,
MT0001362313,Q3,MT0001362313,Old,Jimmy Bowen,Ever Lovin' Fingers,1.0168409,25/10/2005,25/11/1991,136.0,"Anguished/Distraught,Cynical/Sarcastic,Greasy,Knotty,Naive","Anguished/Distraught,Cynical/Sarcastic,Dramatic,Earnest,Earthy,Greasy,Innocent,Intimate,Knotty,Light,Naive,Plaintive,Reflective,Reserved,Self-Conscious,Sparkling,Street-Smart,Stylish,Tense/Anxious,Theatrical,Weary,Whimsical,Yearning","5,5,6,6,6,6,6,6,7,7,7,7,7,7,8,8,8,8,9,9,9,9,9","Country,Pop/Rock","5,9","Breakup,Freedom,Guys Night Out","9,9,9","Country-Pop,Rock & Roll,Rockabilly","5,6,9","MT0001362313,MT0003480591,MT0005869694,MT0034435754","MW0000178316,MW0000274963,MW0000274963,MW0000973640",1.0,http://rovimusic.rovicorp.com/playback.mp3?c=DigO4FlWlG9f5NEGdVciDPQIxMnXLaW9NvEpt_rvU6E=&f=J,2005,,
MT0001368531,Q4,MT0001368531,Old,Greg Brown,Cheapest Kind,1.0331396,1988-??-??,1988-??-??,350.0,"Calm/Peaceful,Reserved,Soft/Quiet,Somber,Weary","Bittersweet,Calm/Peaceful,Earnest,Earthy,Gentle,Intimate,Laid-Back/Mellow,Literate,Melancholy,Organic,Reflective,Reserved,Sentimental,Soft/Quiet,Somber,Weary,Wistful,Yearning","5,5,5,6,6,6,6,7,7,8,8,8,8,9,9,9,9,9","Country,Folk","5,9","Feeling Blue,Late Night,Reflection","9,9,9","Contemporary Folk,Country-Folk","5,9","MT0001368531,MT0014610453","MW0000652916,MW0000652916",1.0,http://rovimusic.rovicorp.com/playback.mp3?c=ZmAXMnduXqS9sjUz_nfcGzqpU4hxl5saPDaNIVORh-E=&f=J,1988,,
MT0001369981,Q3,MT0001369981,Old,Billie Holiday,"Lover Man (Oh, Where Can You Be)",1.0572132,,,,"Bittersweet,Delicate,Dreamy,Elegant,Gentle,Gloomy,Melancholy,Nocturnal,Plaintive,Poignant,Restrained,Sad,Searching,Soothing,Warm,Wistful","Bittersweet,Delicate,Dreamy,Elegant,Gentle,Gloomy,Melancholy,Nocturnal,Plaintive,Poignant,Restrained,Sad,Searching,Soothing,Warm,Wistful","6,6,6,6,7,7,7,7,7,7,7,7,8,8,8,9","Jazz,Vocal","8,8","Feeling Blue,Introspection,Late Night,Regret,Solitude","7,8,8,8,9","Torch Songs,Traditional Pop,Vocal Jazz","7,8,8",,,1.0,http://rovimusic.rovicorp.com/playback.mp3?c=SFPD0JrZhw1X6YiRuBa2tZjWf7KriH64XH0cLbjLrOY=&f=J,,,
MT0001370627,Q4,MT0001370627,Old,James Yorkston,False True Love,1.0373929,02/12/2003,02/12/2003,230.0,"Agreeable,Calm/Peaceful,Nostalgic,Serious","Agreeable,Calm/Peaceful,Nostalgic,Serious","5,5,5,5","Folk,International","5,5",,,,,"MT0001370627,MT0004495298","MW0000325167,MW0000325167",1.0,http://rovimusic.rovicorp.com/playback.mp3?c=lU9AbgQW5TeJAPiJEtJPtPh0BJxFGWncDvRkmPV4knk=&f=J,2003,,
MT0001372070,Q3,MT0001372070,New,Roger Miller,When Two Worlds Collide,,,,130.0,,"Somber,Refined,Reflective,Sentimental,Warm,Plaintive,Weary","7,7,8,8,8,8,9","Nashville Sound/Countrypolitan,Country","9,9","Breakup,Heartache,Loss/Grief,Reflection","9,9,9,9",,,,,,,1961,,
MT0001376988,Q2,MT0001376988,Old,Crucifucks,Lights Over Baghdad,1.0227759,10/09/1996,10/09/1996,390.0,"Cynical/Sarcastic,Nihilistic,Outrageous,Reckless,Snide,Trashy","Brash,Confrontational,Cynical/Sarcastic,Nihilistic,Outrageous,Provocative,Quirky,Rebellious,Reckless,Rowdy,Snide,Swaggering,Theatrical,Trashy,Visceral,Volatile","7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7",Pop/Rock,9,"Guys Night Out,Late Night,Mischievous","7,7,7","Alternative Pop/Rock,Alternative/Indie Rock,American Underground,Punk,Punk/New Wave","7,7,9,9,9",MT0001376988,MW0000593377,1.0,http://rovimusic.rovicorp.com/playback.mp3?c=G3GhzfIEHIwlQtLK7FgXU4apJnH0KBK7tayJ1L1z1aM=&f=J,1996,,
MT0001377616,Q4,MT0001377616,Old,Moby,Sleep Alone,1.045293,14/05/2002,14/05/2002,285.0,"Bright,Calm/Peaceful,Celebratory,Delicate,Energetic,Gentle,Light,Refined,Soothing,Swaggering","Bright,Calm/Peaceful,Celebratory,Delicate,Energetic,Gentle,Light,Lively,Refined,Rousing,Soothing,Sophisticated,Swaggering,Warm","6,6,7,7,7,7,7,7,7,7,7,7,8,9",Electronic,4,"Club,Hanging Out,Partying","3,3,3",Electronica,4,"MT0001377616,MT0003234704,MT0004037371,MT0007744050,MT0019018604,MT0033872918,MT0040389808,MT0040389915,MT0041072963","MW0000219218,MW0000219218,MW0000219218,MW0000219218,MW0000219218,MW0000219218,MW0000470667,MW0000470667,MW0000470667",1.0,http://rovimusic.rovicorp.com/playback.mp3?c=FTG12Rxav0fW0zzJQVbqf4apJnH0KBK7tayJ1L1z1aM=&f=J,2002,,
MT0001377742,Q2,MT0001377742,Old,Pungent Stench,Fear the Grand Inquisitor,1.0109187,22/02/2005,22/02/2005,500.0,"Negative,Nervous/Jittery","Aggressive,Belligerent,Gloomy,Lively,Negative,Nervous/Jittery,Pulsing,Strong","5,5,5,5,5,5,5,5","International,Pop/Rock","5,5",,,"Black Metal,Death Metal,Heavy Metal","5,5,5","MT0001377742,MT0048241210,MT0051534094","MW0000140183,MW0000140183,MW0000140183",1.0,http://rovimusic.rovicorp.com/playback.mp3?c=8GLvn3ajgd4kytyhJn-EeawfpsQHuOlGC4-o-yXc8Os=&f=J,2005,,
MT0001380360,Q2,MT0001380360,Old,Winter of Apokalypse,Solitary Winter Night,1.0217289,15/03/2005,15/03/2005,332.0,"Bleak,Harsh,Hostile,Ominous","Aggressive,Bleak,Energetic,Fiery,Harsh,Hostile,Intense,Menacing,Ominous,Rousing,Uncompromising,Volatile","6,6,6,6,7,7,7,7,7,7,7,8",Pop/Rock,8,Scary Music,5,"Black Metal,Heavy Metal","8,8",MT0001380360,MW0000669750,1.0,http://rovimusic.rovicorp.com/playback.mp3?c=8f21hNP8fW_vt7zQcLNAlfQIxMnXLaW9NvEpt_rvU6E=&f=J,2005,,
MT0001383277,Q2,MT0001383277,Old,50 Cent,Ski Mask Way,1.0504104,05/12/2006,,184.0,"Aggressive,Brash,Bravado,Confrontational,Hostile,Hungry,Malevolent,Menacing,Nocturnal,Ominous,Provocative,Rebellious,Reckless,Street-Smart,Tense/Anxious,Thuggish,Volatile","Aggressive,Brash,Bravado,Confrontational,Hostile,Hungry,Malevolent,Menacing,Nocturnal,Ominous,Provocative,Rebellious,Reckless,Street-Smart,Tense/Anxious,Thuggish,Volatile","6,7,7,7,7,7,7,7,7,7,8,8,8,9,9,9,9",Rap,8,"Cool & Cocky,Guys Night Out,Night Driving","7,7,8","East Coast Rap,Gangsta Rap,Hardcore Rap","7,7,8","MT0000695783,MT0001383277,MT0001895752,MT0004343302,MT0007149948,MT0018722067,MT0044684347,MT0045379042,MT0052665309","MW0000557129,MW0000557129,MW0000557129,MW0000557129,MW0000557129,MW0000557129,MW0000557129,MW0000557129,MW0002834105",1.0,http://rovimusic.rovicorp.com/playback.mp3?c=GCgLlEeFPjsrss8iMaOpMpjWf7KriH64XH0cLbjLrOY=&f=J,2006,,
MT0001385947,Q3,MT0001385947,Old,Randy Travis,"Look Heart, No Hands",1.0490575,28/08/2001,15/09/1992,200.0,"Autumnal,Bittersweet,Delicate,Dramatic,Earnest,Earthy,Elegant,Gentle,Intimate,Laid-Back/Mellow,Melancholy,Pastoral,Plaintive,Refined,Reflective,Relaxed,Reserved,Restrained,Self-Conscious,Sentimental,Smooth,Soft/Quiet,Somber,Warm,Weary","Autumnal,Bittersweet,Delicate,Dramatic,Earnest,Earthy,Elegant,Gentle,Intimate,Laid-Back/Mellow,Melancholy,Pastoral,Plaintive,Refined,Reflective,Relaxed,Reserved,Restrained,Self-Conscious,Sentimental,Smooth,Soft/Quiet,Somber,Warm,Weary","6,6,6,6,6,6,6,6,7,7,7,8,8,8,8,8,8,8,9,9,9,9,9,9,9",Country,9,"Introspection,Reflection,Solitude","9,9,9","Contemporary Country,New Traditionalist,Traditional Country","4,6,9","MT0000303529,MT0000481312,MT0001385947,MT0001925213,MT0003250666,MT0003595889,MT0004675260,MT0005286499,MT0005708939,MT0005981517,MT0007426865,MT0009004391,MT0009873666,MT0010022894,MT0010584405,MT0012609864,MT0013721470,MT0018344253,MT0027039440,MT0027089072,MT0029611332,MT0035659051,MT0036360581,MT0051992706","MW0000019503,MW0000022242,MW0000022242,MW0000041569,MW0000041569,MW0000041569,MW0000041569,MW0000041569,MW0000089249,MW0000221842,MW0000221842,MW0000299672,MW0000433095,MW0000471573,MW0000590675,MW0000603318,MW0000603318,MW0000615361,MW0000788287,MW0000788287,MW0000812855,MW0000812855,MW0000968206,MW0002841552",1.0,http://rovimusic.rovicorp.com/playback.mp3?c=SEqkwJJTXXEA1HI4LKP9ymjIb8Tr8vVfGLIuM5x_WSg=&f=J,2001,,
